Año del Accidente,Mes del Accidente,Día del Accidente,Hora del Día,Día de la Semana,Ciudad o Municipio,Accidente: Intersección,Accidente: Fuga,Condiciones de Iluminación,Condiciones Climáticas (2016+),Límite de Velocidad en el Lugar del Accidente,Peor Lesión en el Accidente,Tipo de Parte,Edad de la Persona,Género de la Persona
2010,Marzo,17,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,50,Masculino
2010,Marzo,17,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,46,Masculino
2010,Marzo,17,8:00 PM - 9:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,April,17,6:00 AM - 7:00 AM,Saturday,Wayne County: Huron Twp.,Accidente fuera de intersección,Not hit-and-run,Dawn,No codificado y errores,60,Fatal injury (K),Conductor de vehículo motorizado,67,Masculino
2010,April,17,2:00 PM - 3:00 PM,Saturday,Wayne County: Trenton,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,37,Femenino
2010,June,17,1:00 AM - 2:00 AM,Jueves,Wayne County: Romulus,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,50,Lesión grave sospechada (A),Conductor de vehículo motorizado,40,Masculino
2010,June,17,10:00 PM - 11:00 PM,Jueves,Wayne County: Dearborn,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,June,17,10:00 PM - 11:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,July,17,4:00 PM - 5:00 PM,Saturday,Wayne County: Taylor,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,23,Femenino
2010,July,17,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,August,17,3:00 AM - 4:00 AM,Tuesday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,September,17,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,19,Femenino
2010,September,17,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,No codificado y errores,Sin lesión (O),Conductor de vehículo motorizado,58,Femenino
2010,October,17,7:00 PM - 8:00 PM,Sunday,Wayne County: Brownstown Twp.,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,55,Lesión posible (C),Conductor de vehículo motorizado,61,Masculino
2010,November,17,4:00 PM - 5:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,58,Femenino
2010,December,17,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,December,17,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,January,18,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,January,18,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,Febrero,18,9:00 AM - 10:00 AM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,52,Masculino
2010,Febrero,18,10:00 PM - 11:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,28,Masculino
2010,April,18,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,April,18,8:00 PM - 9:00 PM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,April,18,8:00 PM - 9:00 PM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Other / unknown,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,May,18,6:00 AM - 7:00 AM,Tuesday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,June,18,3:00 PM - 4:00 PM,Friday,Wayne County: Highland Park,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,54,Masculino
2010,July,18,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,40,Masculino
2010,July,18,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,20,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,August,18,2:00 PM - 3:00 PM,Wednesday,Wayne County: Romulus,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,80,Femenino
2010,August,18,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,30,Femenino
2010,August,18,4:00 PM - 5:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,October,18,8:00 AM - 9:00 AM,Monday,Wayne County: Allen Park,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,45,Femenino
2010,October,18,4:00 PM - 5:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Sin lesión (O),Conductor de vehículo motorizado,18,Femenino
2010,October,18,11:00 AM - 12:00 noon,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,32,Femenino
2010,November,18,7:00 PM - 8:00 PM,Jueves,Wayne County: Inkster,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,25,Masculino
2010,November,18,3:00 PM - 4:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Femenino
2010,November,18,6:00 AM - 7:00 AM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,December,18,11:00 PM - 12:00 midnight,Saturday,Wayne County: Inkster,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,47,Masculino
2010,January,19,10:00 PM - 11:00 PM,Tuesday,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,55,Lesión grave sospechada (A),Conductor de vehículo motorizado,28,Masculino
2010,January,19,4:00 PM - 5:00 PM,Tuesday,Wayne County: Canton Twp.,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión posible (C),Conductor de vehículo motorizado,19,Masculino
2010,Febrero,19,9:00 PM - 10:00 PM,Friday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,27,Masculino
2010,Febrero,19,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,56,Masculino
2010,Febrero,19,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,47,Masculino
2010,April,19,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,April,19,11:00 AM - 12:00 noon,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,May,19,3:00 PM - 4:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,46,Femenino
2010,May,19,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,54,Masculino
2010,June,19,1:00 AM - 2:00 AM,Saturday,Wayne County: Inkster,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,June,19,11:00 AM - 12:00 noon,Saturday,Wayne County: Livonia,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Sin lesión (O),Conductor de vehículo motorizado,51,Femenino
2010,June,19,11:00 AM - 12:00 noon,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,32,Femenino
2010,July,19,2:00 AM - 3:00 AM,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,18,Masculino
2010,August,19,4:00 PM - 5:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,73,Femenino
2010,August,19,4:00 PM - 5:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,August,19,4:00 PM - 5:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,September,19,1:00 AM - 2:00 AM,Sunday,Wayne County: Taylor,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,28,Masculino
2010,October,19,10:00 PM - 11:00 PM,Tuesday,Wayne County: Taylor,Accidente en intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,October,19,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Lesión posible (C),Conductor de vehículo motorizado,54,Masculino
2010,October,19,7:00 AM - 8:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,51,Masculino
2010,October,19,1:00 PM - 2:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,November,19,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,November,19,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,November,19,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,December,19,12:00 noon - 1:00 PM,Sunday,Wayne County: Taylor,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,15,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,January,20,11:00 AM - 12:00 noon,Wednesday,Wayne County: Redford Twp.,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,21,Masculino
2010,January,20,11:00 AM - 12:00 noon,Wednesday,Wayne County: Livonia,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión posible (C),Conductor de vehículo motorizado,22,Masculino
2010,January,20,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,No codificado y errores,Sin lesión (O),Conductor de vehículo motorizado,56,Masculino
2010,January,20,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,Febrero,20,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dusk,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,34,Masculino
2010,Febrero,20,2:00 PM - 3:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2010,Marzo,20,4:00 PM - 5:00 PM,Saturday,Wayne County: Hamtramck,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,April,20,12:00 noon - 1:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,73,Femenino
2010,April,20,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,May,20,8:00 PM - 9:00 PM,Jueves,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Dusk,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,24,Femenino
2010,May,20,8:00 PM - 9:00 PM,Jueves,Wayne County: Westland,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,41,Femenino
2010,May,20,12:00 noon - 1:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,22,Masculino
2010,May,20,3:00 PM - 4:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,42,Femenino
2010,June,20,8:00 PM - 9:00 PM,Sunday,Wayne County: Grosse Pointe Park,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,15,Lesión menor sospechada (B),Conductor de vehículo motorizado,44,Femenino
2010,June,20,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,29,Masculino
2010,June,20,8:00 PM - 9:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,June,20,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,July,20,12:00 noon - 1:00 PM,Tuesday,Wayne County: Westland,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,49,Femenino
2010,August,20,11:00 PM - 12:00 midnight,Friday,Wayne County: Dearborn,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,34,Masculino
2010,August,20,1:00 PM - 2:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,58,Masculino
2010,August,20,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,55,Fatal injury (K),Conductor de vehículo motorizado,33,Femenino
2010,August,20,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,36,Masculino
2010,August,20,1:00 AM - 2:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,September,20,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,55,Femenino
2010,September,20,2:00 PM - 3:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,32,Femenino
2010,October,20,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,53,Masculino
2010,November,20,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,43,Masculino
2010,November,20,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,November,20,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,December,20,4:00 AM - 5:00 AM,Monday,Wayne County: Lincoln Park,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,70,Fatal injury (K),Conductor de vehículo motorizado,69,Masculino
2010,December,20,1:00 AM - 2:00 AM,Monday,Wayne County: Westland,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,45,Lesión grave sospechada (A),Conductor de vehículo motorizado,23,Femenino
2010,Febrero,21,1:00 PM - 2:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,Febrero,21,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,55,Masculino
2010,Marzo,21,3:00 PM - 4:00 PM,Sunday,Wayne County: Livonia,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,18,Masculino
2010,April,21,9:00 PM - 10:00 PM,Wednesday,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,45,Fatal injury (K),Conductor de vehículo motorizado,38,Masculino
2010,April,21,9:00 PM - 10:00 PM,Wednesday,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,45,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,April,21,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Sin lesión (O),Conductor de vehículo motorizado,22,Femenino
2010,May,21,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,23,Masculino
2010,June,21,2:00 PM - 3:00 PM,Monday,Wayne County: Harper Woods,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,42,Femenino
2010,June,21,8:00 PM - 9:00 PM,Monday,Wayne County: Dearborn Heights,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,19,Femenino
2010,June,21,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,45,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Femenino
2010,June,21,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,15,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,July,21,10:00 PM - 11:00 PM,Wednesday,Wayne County: Taylor,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,51,Masculino
2010,July,21,10:00 PM - 11:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,47,Masculino
2010,August,21,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,15,Lesión menor sospechada (B),Conductor de vehículo motorizado,41,Femenino
2010,August,21,4:00 PM - 5:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,47,Femenino
2010,August,21,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,35,Femenino
2010,September,21,1:00 PM - 2:00 PM,Tuesday,Wayne County: Southgate,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,September,21,8:00 AM - 9:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,October,21,6:00 AM - 7:00 AM,Jueves,Wayne County: Westland,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,24,Masculino
2010,October,21,6:00 AM - 7:00 AM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2010,November,21,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,70,Femenino
2010,December,21,5:00 PM - 6:00 PM,Tuesday,Wayne County: Lincoln Park,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,53,Masculino
2010,Marzo,22,7:00 AM - 8:00 AM,Monday,Wayne County: Hamtramck,Accidente fuera de intersección,Not hit-and-run,Dawn,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,19,Femenino
2010,Marzo,22,7:00 AM - 8:00 AM,Monday,Wayne County: Hamtramck,Accidente fuera de intersección,Not hit-and-run,Dawn,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,50,Masculino
2010,April,22,12:00 midnight - 1:00 AM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Fatal injury (K),Conductor de vehículo motorizado,24,Masculino
2010,May,22,3:00 PM - 4:00 PM,Saturday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,32,Masculino
2010,May,22,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,27,Femenino
2010,June,22,7:00 PM - 8:00 PM,Tuesday,Wayne County: Livonia,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,55,Femenino
2010,June,22,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,49,Femenino
2010,August,22,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dawn,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,38,Masculino
2010,October,22,6:00 PM - 7:00 PM,Friday,Wayne County: Belleville,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,22,Femenino
